acronym,color_hex_triplet,failed_facet,graph_order,id,name,parent_structure_id,st_level,structure_id_path,structure_name_facet
PL,FF6C62,734881840,209,4084,parietal lobe,4008,,/4005/4006/4007/4008/4084/,2021358152
IPL,FF5D62,734881840,210,4103,inferior parietal lobule,4084,,/4005/4006/4007/4008/4084/4103/,3969512174
AnG,FF5D62,734881840,211,4111,angular gyrus,4103,,/4005/4006/4007/4008/4084/4103/4111/,1604613321
AnG,FF5D62,734881840,212,4112,"angular gyrus, left",4111,,/4005/4006/4007/4008/4084/4103/4111/4112/,3289554226
AnG-s,FF5D62,734881840,213,4113,"angular gyrus, left, superior bank of gyrus",4112,,/4005/4006/4007/4008/4084/4103/4111/4112/4113/,4204010179
AnG-i,FF5D62,734881840,214,4114,"angular gyrus, left, inferior bank of gyrus",4112,,/4005/4006/4007/4008/4084/4103/4111/4112/4114/,3046969483
AnG,FF5D62,734881840,215,4115,"angular gyrus, right",4111,,/4005/4006/4007/4008/4084/4103/4111/4115/,1070250116
AnG-s,FF5D62,734881840,216,4116,"angular gyrus, right, superior bank of gyrus",4115,,/4005/4006/4007/4008/4084/4103/4111/4115/4116/,3470924251
AnG-i,FF5D62,734881840,217,4117,"angular gyrus, right, inferior bank of gyrus",4115,,/4005/4006/4007/4008/4084/4103/4111/4115/4117/,2179666835
SMG,FF5D62,734881840,218,4104,supramarginal gyrus,4103,,/4005/4006/4007/4008/4084/4103/4104/,2916425322
SMG,FF5D62,734881840,219,4105,"supramarginal gyrus, left",4104,,/4005/4006/4007/4008/4084/4103/4104/4105/,3990614489
SMG-s,FF5D62,734881840,220,4106,"supramarginal gyrus, left, superior bank of gyrus",4105,,/4005/4006/4007/4008/4084/4103/4104/4105/4106/,3839231509
SMG-i,FF5D62,734881840,221,4107,"supramarginal gyrus, left, inferior bank of gyrus",4105,,/4005/4006/4007/4008/4084/4103/4104/4105/4107/,2883521629
SMG,FF5D62,734881840,222,4108,"supramarginal gyrus, right",4104,,/4005/4006/4007/4008/4084/4103/4104/4108/,138103320
SMG-s,FF5D62,734881840,223,4109,"supramarginal gyrus, right, superior bank of gyrus",4108,,/4005/4006/4007/4008/4084/4103/4104/4108/4109/,2706123814
SMG-i,FF5D62,734881840,224,4110,"supramarginal gyrus, right, inferior bank of gyrus",4108,,/4005/4006/4007/4008/4084/4103/4104/4108/4110/,3997509230
PCLp,FF6462,734881840,225,4125,"paracentral lobule, posterior part",4084,,/4005/4006/4007/4008/4084/4125/,1065733043
PCLp,FF6462,734881840,226,4126,"paracentral lobule, posterior part, left",4125,,/4005/4006/4007/4008/4084/4125/4126/,2892312363
PCLp-l,FF6462,734881840,227,4127,"paracentral lobule, posterior part, left, lateral bank of gyrus",4126,,/4005/4006/4007/4008/4084/4125/4126/4127/,2524122909
PCLp-cs,FF6462,734881840,228,4128,"paracentral lobule, posterior part, left, bank of cingulate sulcus",4126,,/4005/4006/4007/4008/4084/4125/4126/4128/,1587609373
PCLp,FF6462,734881840,229,4129,"paracentral lobule, posterior part, right",4125,,/4005/4006/4007/4008/4084/4125/4129/,1539926006
PCLp-l,FF6462,734881840,230,4130,"paracentral lobule, posterior part, right, lateral bank of gyrus",4129,,/4005/4006/4007/4008/4084/4125/4129/4130/,2797840278
PCLp-cs,FF6462,734881840,231,4131,"paracentral lobule, posterior part, right, bank of cingulate sulcus",4129,,/4005/4006/4007/4008/4084/4125/4129/4131/,511675937
PoG,FF6C62,734881840,232,4085,postcentral gyrus,4084,,/4005/4006/4007/4008/4084/4085/,2019578173
PoG,FF6C62,734881840,233,4086,"postcentral gyrus, left",4085,,/4005/4006/4007/4008/4084/4085/4086/,2266845053
PoG-cs,FF6C62,734881840,234,4087,"postcentral gyrus, left, bank of the central sulcus",4086,,/4005/4006/4007/4008/4084/4085/4086/4087/,2753096729
PoG-sl,FF6C62,734881840,235,4088,"postcentral gyrus, left, superior lateral aspect of gyrus",4086,,/4005/4006/4007/4008/4084/4085/4086/4088/,3376366550
PoG-il,FF6C62,734881840,236,4089,"postcentral gyrus, left, inferior lateral aspect of gyrus",4086,,/4005/4006/4007/4008/4084/4085/4086/4089/,2087751847
PoG-pcs,FF6C62,734881840,237,4090,"postcentral gyrus, left, bank of the posterior central sulcus",4086,,/4005/4006/4007/4008/4084/4085/4086/4090/,4211869631
PoG,FF6C62,734881840,238,4091,"postcentral gyrus, right",4085,,/4005/4006/4007/4008/4084/4085/4091/,3656051543
PoG-cs,FF6C62,734881840,239,4092,"postcentral gyrus, right, bank of the central sulcus",4091,,/4005/4006/4007/4008/4084/4085/4091/4092/,273435810
PoG-sl,FF6C62,734881840,240,4093,"postcentral gyrus, right, superior lateral aspect of gyrus",4091,,/4005/4006/4007/4008/4084/4085/4091/4093/,1328411087
PoG-il,FF6C62,734881840,241,4094,"postcentral gyrus, right, inferior lateral aspect of gyrus",4091,,/4005/4006/4007/4008/4084/4085/4091/4094/,4200735422
PoG-pcs,FF6C62,734881840,242,4095,"postcentral gyrus, right, bank of the posterior central sulcus",4091,,/4005/4006/4007/4008/4084/4085/4091/4095/,1827169042
PCu,FF7462,734881840,243,4118,precuneus,4084,,/4005/4006/4007/4008/4084/4118/,2426541137
PCu,FF7462,734881840,244,4119,"precuneus, left",4118,,/4005/4006/4007/4008/4084/4118/4119/,328069360
Pcu-s,FF7462,734881840,245,4120,"precuneus, left, superior lateral bank of gyrus",4119,,/4005/4006/4007/4008/4084/4118/4119/4120/,3007445060
Pcu-i,FF7462,734881840,246,4121,"precuneus, left, inferior lateral bank of gyrus",4119,,/4005/4006/4007/4008/4084/4118/4119/4121/,283500546
PCu,FF7462,734881840,247,4122,"precuneus, right",4118,,/4005/4006/4007/4008/4084/4118/4122/,1249346677
Pcu-s,FF7462,734881840,248,4123,"precuneus, right, superior lateral bank of gyrus",4122,,/4005/4006/4007/4008/4084/4118/4122/4123/,3251418083
Pcu-i,FF7462,734881840,249,4124,"precuneus, right, inferior lateral bank of gyrus",4122,,/4005/4006/4007/4008/4084/4118/4122/4124/,1651026853
SPL,FF7B62,734881840,250,4096,superior parietal lobule,4084,,/4005/4006/4007/4008/4084/4096/,887919092
SPL,FF7B62,734881840,251,4097,"superior parietal lobule, left",4096,,/4005/4006/4007/4008/4084/4096/4097/,2262865405
SPL-s,FF7B62,734881840,252,4098,"superior parietal lobule, left, superior bank of gyrus",4097,,/4005/4006/4007/4008/4084/4096/4097/4098/,3907215989
SPL-i,FF7B62,734881840,253,4099,"superior parietal lobule, left, inferior bank of gyrus",4097,,/4005/4006/4007/4008/4084/4096/4097/4099/,2817157181
SPL,FF7B62,734881840,254,4100,"superior parietal lobule, right",4096,,/4005/4006/4007/4008/4084/4096/4100/,877893037
SPL-s,FF7B62,734881840,255,4101,"superior parietal lobule, right, superior bank of gyrus",4100,,/4005/4006/4007/4008/4084/4096/4100/4101/,3975313434
SPL-i,FF7B62,734881840,256,4102,"superior parietal lobule, right, inferior bank of gyrus",4100,,/4005/4006/4007/4008/4084/4096/4100/4102/,2751165010
TL,FF937F,734881840,257,4132,temporal lobe,4008,,/4005/4006/4007/4008/4132/,238039703
FuG,FF877F,734881840,258,4156,fusiform gyrus,4132,,/4005/4006/4007/4008/4132/4156/,3619510410
FuG,FF877F,734881840,259,4157,"fusiform gyrus, left",4156,,/4005/4006/4007/4008/4132/4156/4157/,2346218968
FuG-its,FF877F,734881840,260,4158,"fusiform gyrus, left, bank of the its",4157,,/4005/4006/4007/4008/4132/4156/4157/4158/,4227483354
FuG-l,FF877F,734881840,261,4159,"fusiform gyrus, left, lateral bank of gyrus",4157,,/4005/4006/4007/4008/4132/4156/4157/4159/,2751710206
FuG-cos,FF877F,734881840,262,4160,"fusiform gyrus, left, bank of cos",4157,,/4005/4006/4007/4008/4132/4156/4157/4160/,350785192
FuG,FF877F,734881840,263,4161,"fusiform gyrus, right",4156,,/4005/4006/4007/4008/4132/4156/4161/,2136635658
FuG-its,FF877F,734881840,264,4162,"fusiform gyrus, right, bank of the its",4161,,/4005/4006/4007/4008/4132/4156/4161/4162/,4006518818
FuG-l,FF877F,734881840,265,4163,"fusiform gyrus, right, lateral bank of gyrus",4161,,/4005/4006/4007/4008/4132/4156/4161/4163/,2683462808
FuG-cos,FF877F,734881840,266,4164,"fusiform gyrus, right, bank of cos",4161,,/4005/4006/4007/4008/4132/4156/4161/4164/,4000629945
HG,FF8A7F,734881840,267,4165,Heschl's gyrus,4132,,/4005/4006/4007/4008/4132/4165/,2324274635
HG,FF8A7F,734881840,268,4166,"Heschl's gyrus, left",4165,,/4005/4006/4007/4008/4132/4165/4166/,1963202991
HG,FF8A7F,734881840,269,4167,"Heschl's gyrus, right",4165,,/4005/4006/4007/4008/4132/4165/4167/,2982494713
ITG,FF8D7F,734881840,270,4147,inferior temporal gyrus,4132,,/4005/4006/4007/4008/4132/4147/,1895607128
ITG,FF8D7F,734881840,271,4148,"inferior temporal gyrus, left",4147,,/4005/4006/4007/4008/4132/4147/4148/,606443212
ITG-its,FF8D7F,734881840,272,4149,"inferior temporal gyrus, left, bank of the its",4148,,/4005/4006/4007/4008/4132/4147/4148/4149/,2139182910
ITG-l,FF8D7F,734881840,273,4150,"inferior temporal gyrus, left, lateral bank of gyrus",4148,,/4005/4006/4007/4008/4132/4147/4148/4150/,777302169
ITG-mts,FF8D7F,734881840,274,4151,"inferior temporal gyrus, left, bank of mts",4148,,/4005/4006/4007/4008/4132/4147/4148/4151/,3874557531
ITG,FF8D7F,734881840,275,4152,"inferior temporal gyrus, right",4147,,/4005/4006/4007/4008/4132/4147/4152/,1697599636
ITG-its,FF8D7F,734881840,276,4153,"inferior temporal gyrus, right, bank of the its",4152,,/4005/4006/4007/4008/4132/4147/4152/4153/,1227750738
ITG-l,FF8D7F,734881840,277,4154,"inferior temporal gyrus, right, lateral bank of gyrus",4152,,/4005/4006/4007/4008/4132/4147/4152/4154/,1286522640
ITG-mts,FF8D7F,734881840,278,4155,"inferior temporal gyrus, right, bank of mts",4152,,/4005/4006/4007/4008/4132/4147/4152/4155/,2570494893
MTG,FF907F,734881840,279,4140,middle temporal gyrus,4132,,/4005/4006/4007/4008/4132/4140/,4000706474
MTG,FF907F,734881840,280,4141,"middle temporal gyrus, left",4140,,/4005/4006/4007/4008/4132/4140/4141/,3067132956
MTG-s,FF907F,734881840,281,4142,"middle temporal gyrus, left, superior bank of gyrus",4141,,/4005/4006/4007/4008/4132/4140/4141/4142/,2552151083
MTG-i,FF907F,734881840,282,4143,"middle temporal gyrus, left, inferior bank of gyrus",4141,,/4005/4006/4007/4008/4132/4140/4141/4143/,3608655459
MTG,FF907F,734881840,283,4144,"middle temporal gyrus, right",4140,,/4005/4006/4007/4008/4132/4140/4144/,3815667562
MTG-s,FF907F,734881840,284,4145,"middle temporal gyrus, right, superior bank of gyrus",4144,,/4005/4006/4007/4008/4132/4140/4144/4145/,1615984951
MTG-i,FF907F,734881840,285,4146,"middle temporal gyrus, right, inferior bank of gyrus",4144,,/4005/4006/4007/4008/4132/4140/4144/4146/,794358655
PLP,FF937F,734881840,286,4177,planum polare,4132,,/4005/4006/4007/4008/4132/4177/,4039108234
PLP,FF937F,734881840,287,4178,"planum polare, left",4177,,/4005/4006/4007/4008/4132/4177/4178/,3005504323
PLP,FF937F,734881840,288,4179,"planum polare, right",4177,,/4005/4006/4007/4008/4132/4177/4179/,415223784
PLT,FF967F,734881840,289,4171,planum temporale,4132,,/4005/4006/4007/4008/4132/4171/,183699187
PLT,FF967F,734881840,290,4172,"planum temporale, left",4171,,/4005/4006/4007/4008/4132/4171/4172/,3729576214
PLT,FF967F,734881840,291,4173,"planum temporale, right",4171,,/4005/4006/4007/4008/4132/4171/4173/,64160281
STG,FF997F,734881840,292,4133,superior temporal gyrus,4132,,/4005/4006/4007/4008/4132/4133/,146041840
STG,FF997F,734881840,293,4134,"superior temporal gyrus, left",4133,,/4005/4006/4007/4008/4132/4133/4134/,1010672814
STG-l,FF997F,734881840,294,4135,"superior temporal gyrus, left, lateral bank of gyrus",4134,,/4005/4006/4007/4008/4132/4133/4134/4135/,3638428119
STG-i,FF997F,734881840,295,4136,"superior temporal gyrus, left, inferior bank of gyrus",4134,,/4005/4006/4007/4008/4132/4133/4134/4136/,3482353544
STG,FF997F,734881840,296,4137,"superior temporal gyrus, right",4133,,/4005/4006/4007/4008/4132/4133/4137/,3331016914
STG-l,FF997F,734881840,297,4138,"superior temporal gyrus, right, lateral bank of gyrus",4137,,/4005/4006/4007/4008/4132/4133/4137/4138/,3711705398
STG-i,FF997F,734881840,298,4139,"superior temporal gyrus, right, inferior bank of gyrus",4137,,/4005/4006/4007/4008/4132/4133/4137/4139/,412634950
TP,FF9C7F,734881840,299,4174,temporal pole,4132,,/4005/4006/4007/4008/4132/4174/,2323445566
TP,FF9C7F,734881840,300,4175,"temporal pole, left",4174,,/4005/4006/4007/4008/4132/4174/4175/,1382094972
TP-s,FF9C7F,734881840,301,4903,"temporal pole, left, superior aspect",4175,,/4005/4006/4007/4008/4132/4174/4175/4903/,659819448
TP-i,FF9C7F,734881840,302,4904,"temporal pole, left, inferior aspect",4175,,/4005/4006/4007/4008/4132/4174/4175/4904/,961648487
TP-m,FF9C7F,734881840,303,4905,"temporal pole, left, medial aspect",4175,,/4005/4006/4007/4008/4132/4174/4175/4905/,3029428830
TP,FF9C7F,734881840,304,4176,"temporal pole, right",4174,,/4005/4006/4007/4008/4132/4174/4176/,2922948502
TP-s,FF9C7F,734881840,305,4906,"temporal pole, right, superior aspect",4176,,/4005/4006/4007/4008/4132/4174/4176/4906/,1142733309
TP-i,FF9C7F,734881840,306,4907,"temporal pole, right, inferior aspect",4176,,/4005/4006/4007/4008/4132/4174/4176/4907/,1511597346
TP-m,FF9C7F,734881840,307,4908,"temporal pole, right, medial aspect",4176,,/4005/4006/4007/4008/4132/4174/4176/4908/,1854809020
TG,FF9F7F,734881840,308,4168,transverse gyri,4132,,/4005/4006/4007/4008/4132/4168/,3056386448
TG,FF9F7F,734881840,309,4169,"transverse gyri, left",4168,,/4005/4006/4007/4008/4132/4168/4169/,3110745746
TG,FF9F7F,734881840,310,4170,"transverse gyri, right",4168,,/4005/4006/4007/4008/4132/4168/4170/,3915473863
CxN,C96AE6,734881840,311,4275,cerebral nuclei,4007,,/4005/4006/4007/4275/,1478775071
Amg,FF60DE,734881840,312,4327,amygdala,4275,,/4005/4006/4007/4275/4327/,2593198363
ATZ,FF60DE,734881840,313,4328,amygdalohippocampal transition zone,4327,,/4005/4006/4007/4275/4327/4328/,2494917618
ATZ,FF60DE,734881840,314,4329,"amygdalohippocampal transition zone, left",4328,,/4005/4006/4007/4275/4327/4328/4329/,1027613524
AHiA,FF60DE,734881840,315,4330,"amygdalohippocampal area, left",4329,,/4005/4006/4007/4275/4327/4328/4329/4330/,34315584
AHiAm,FF60DE,734881840,316,265504452,"amygdalohippocampal area, left, magnocellular division",4330,,/4005/4006/4007/4275/4327/4328/4329/4330/265504452/,2271358220
AHiAp,FF60DE,734881840,317,265504456,"amygdalohippocampal area, left, parvocellular division",4330,,/4005/4006/4007/4275/4327/4328/4329/4330/265504456/,233892664
AHiAml,FF60DE,734881840,318,265504460,"amygdalohippocampal area, left, marginal layer",4330,,/4005/4006/4007/4275/4327/4328/4329/4330/265504460/,3055548586
ATZ,FF60DE,734881840,319,4335,"amygdalohippocampal transition zone, right",4328,,/4005/4006/4007/4275/4327/4328/4335/,2615291479
AHiA,FF60DE,734881840,320,4336,"amygdalohippocampal area, right",4335,,/4005/4006/4007/4275/4327/4328/4335/4336/,2164765076
AHiAm,FF60DE,734881840,321,265504464,"amygdalohippocampal area, right, magnocellular division",4336,,/4005/4006/4007/4275/4327/4328/4335/4336/265504464/,1411745756
AHiAp,FF60DE,734881840,322,265504468,"amygdalohippocampal area, right, parvocellular division",4336,,/4005/4006/4007/4275/4327/4328/4335/4336/265504468/,3736551912
AHiAml,FF60DE,734881840,323,265504472,"amygdalohippocampal area, right, marginal layer",4336,,/4005/4006/4007/4275/4327/4328/4335/4336/265504472/,217046579
AAA,FF60DE,734881840,324,265504476,anterior amygdaloid area,4327,,/4005/4006/4007/4275/4327/265504476/,962083354
AAA,FF60DE,734881840,325,265504480,"anterior amygdaloid area, left",265504476,,/4005/4006/4007/4275/4327/265504476/265504480/,932252438
AAAd,FF60DE,734881840,326,265504484,"anterior amygdaloid area, left, dorsal division",265504480,,/4005/4006/4007/4275/4327/265504476/265504480/265504484/,3303192967
AAAv,FF60DE,734881840,327,265504488,"anterior amygdaloid area, left, ventral division",265504480,,/4005/4006/4007/4275/4327/265504476/265504480/265504488/,2067227047
AAA,FF60DE,734881840,328,265504492,"anterior amygdaloid area, right",265504476,,/4005/4006/4007/4275/4327/265504476/265504492/,54190019
AAAd,FF60DE,734881840,329,265504496,"anterior amygdaloid area, right, dorsal division",265504492,,/4005/4006/4007/4275/4327/265504476/265504492/265504496/,713992201
AAAv,FF60DE,734881840,330,265504500,"anterior amygdaloid area, right, ventral division",265504492,,/4005/4006/4007/4275/4327/265504476/265504492/265504500/,1910088593
BLA,FF60DE,734881840,331,4341,basolateral nucleus,4327,,/4005/4006/4007/4275/4327/4341/,2963211651
BLA,FF60DE,734881840,332,4342,"basolateral nucleus, left",4341,,/4005/4006/4007/4275/4327/4341/4342/,737645946
BLAm,FF60DE,734881840,333,4343,"basolateral nucleus, left, magnocellular (dorsal)",4342,,/4005/4006/4007/4275/4327/4341/4342/4343/,2148739724
BLAdl,FF60DE,734881840,334,265504504,"basolateral nucleus, left, dorsolateral division",4343,,/4005/4006/4007/4275/4327/4341/4342/4343/265504504/,3187431166
BLAi,FF60DE,734881840,335,4344,"basolateral nucleus, left, intermediate",4342,,/4005/4006/4007/4275/4327/4341/4342/4344/,918963062
BLAp,FF60DE,734881840,336,4345,"basolateral nucleus, left, parvicellular (ventral)",4342,,/4005/4006/4007/4275/4327/4341/4342/4345/,1400660266
BLAvl,FF60DE,734881840,337,265504508,"basolateral nucleus, left, ventrolateral division",4345,,/4005/4006/4007/4275/4327/4341/4342/4345/265504508/,2558540575
BLAvm,FF60DE,734881840,338,265504512,"basolateral nucleus, left, ventromedial divison",4345,,/4005/4006/4007/4275/4327/4341/4342/4345/265504512/,2168483072
BLA,FF60DE,734881840,339,4346,"basolateral nucleus, right",4341,,/4005/4006/4007/4275/4327/4341/4346/,1193448494
BLAm,FF60DE,734881840,340,4347,"basolateral nucleus, right, magnocellular (dorsal)",4346,,/4005/4006/4007/4275/4327/4341/4346/4347/,405692898
BLAdl,FF60DE,734881840,341,265504516,"basolateral nucleus, right, dorsolateral division",4347,,/4005/4006/4007/4275/4327/4341/4346/4347/265504516/,1385661628
BLAi,FF60DE,734881840,342,4348,"basolateral nucleus, right, intermediate",4346,,/4005/4006/4007/4275/4327/4341/4346/4348/,1260820598
BLAp,FF60DE,734881840,343,4349,"basolateral nucleus, right, parvicellular (ventral)",4346,,/4005/4006/4007/4275/4327/4341/4346/4349/,4193128510
BLAvl,FF60DE,734881840,344,265504520,"basolateral nucleus, right, ventrolateral division",4349,,/4005/4006/4007/4275/4327/4341/4346/4349/265504520/,12415089
BLAvm,FF60DE,734881840,345,265504524,"basolateral nucleus, right, ventromedial divison",4349,,/4005/4006/4007/4275/4327/4341/4346/4349/265504524/,1065485635
BMA,FF60DE,734881840,346,4350,basomedial nucleus,4327,,/4005/4006/4007/4275/4327/4350/,1043410185
BMA,FF60DE,734881840,347,4351,"basomedial nucleus, left",4350,,/4005/4006/4007/4275/4327/4350/4351/,594714301
BMAd,FF60DE,734881840,348,265504528,"basomedial nucleus, left, dorsal division",4351,,/4005/4006/4007/4275/4327/4350/4351/265504528/,1193162405
BMAmc,FF60DE,734881840,349,4352,"basomedial nucleus, left, magnocellular division",265504528,,/4005/4006/4007/4275/4327/4350/4351/265504528/4352/,1814971052
BMAdl,FF60DE,734881840,350,265504534,"basomedial nucleus, left, dorsolateral division",265504528,,/4005/4006/4007/4275/4327/4350/4351/265504528/265504534/,1735107188
BMAm,FF60DE,734881840,351,265504538,"basomedial nucleus, left, medial division",265504528,,/4005/4006/4007/4275/4327/4350/4351/265504528/265504538/,295077835
BMAv,FF60DE,734881840,352,265504542,"basomedial nucleus, left, ventral division",4351,,/4005/4006/4007/4275/4327/4350/4351/265504542/,2933185740
BMApc,FF60DE,734881840,353,4353,"basomedial nucleus, left, parvicellular division",265504542,,/4005/4006/4007/4275/4327/4350/4351/265504542/4353/,3904911389
BMAvm,FF60DE,734881840,354,4354,"basomedial nucleus, left, ventromedial division",265504542,,/4005/4006/4007/4275/4327/4350/4351/265504542/4354/,3213384390
BMA,FF60DE,734881840,355,4355,"basomedial nucleus, right",4350,,/4005/4006/4007/4275/4327/4350/4355/,1110066742
BMAd,FF60DE,734881840,356,265504550,"basomedial nucleus, right, dorsal division",4355,,/4005/4006/4007/4275/4327/4350/4355/265504550/,4285338978
BMAmc,FF60DE,734881840,357,4356,"basomedial nucleus, right, magnocellular division",265504550,,/4005/4006/4007/4275/4327/4350/4355/265504550/4356/,2182637659
BMAdl,FF60DE,734881840,358,265504556,"basomedial nucleus, right, dorsolateral division",265504550,,/4005/4006/4007/4275/4327/4350/4355/265504550/265504556/,1595963766
