acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,st_level,structure_id_path
ProC,AA9DC6,1715,11321,"caudal prosubiculum",10303,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/10303/11321/
ProCmo,E6E6EC,1716,11322,"molecular layer of caudal prosubiculum",11321,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/10303/11321/11322/
ProCsp,694F8C,1717,11323,"stratum pyramidale of caudal prosubiculum",11321,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/10303/11321/11323/
ProCso,7557A1,1718,11324,"stratum oriens of caudal prosubiculum",11321,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/10303/11321/11324/
SuS,7557A1,1719,11325,"supracallosal subiculum",10301,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/11325/
SuSm,E6E6EC,1720,13326,"marginal layer of SuS",11325,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/11325/13326/
SuSp,725398,1721,13327,"principal layer of SuS",11325,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/11325/13327/
SuSd,5D457F,1722,15529,"deep (subplate) layer of SuS",11325,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10294/10301/11325/15529/
IG,806BAA,1723,10304,"indusium griseum",10293,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10304/
IGm,E6E6EC,1724,13328,"marginal layer of IG",10304,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10304/13328/
IGp,725398,1725,13329,"principal layer of IG",10304,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10304/13329/
IGd,5D457F,1726,15530,"deep (subplate) layer of IG",10304,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10304/15530/
TT,7557A1,1727,10305,"taenia tectum",10293,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10305/
TTm,E6E6EC,1728,15531,"marginal layer of TT",10305,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10305/15531/
TTp,725398,1729,15532,"principal layer of TT",10305,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10305/15532/
TTd,5D457F,1730,15533,"deep (subplate) layer of TT",10305,,/10153/10154/10155/10156/10157/10158/10159/10292/10293/10305/15533/
PalCx,BFB5D5,1731,10306,"paleocortex (semicortex)",10292,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/
OB,D1CEE2,1732,10307,"olfactory bulb",10306,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10307/
OBonl,E6E6EC,1733,11326,"olfactory nerve layer of olfactory bulb",10307,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10307/11326/
OBglo,9988BB,1734,11327,"glomerular layer of olfactory bulb",10307,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10307/11327/
OBopl,E6E6EC,1735,11328,"outer plexiform layer of olfactory bulb",10307,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10307/11328/
OBmcl,694F8C,1736,11329,"mitral cell layer of olfactory bulb",10307,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10307/11329/
OBipl,9988BB,1737,11330,"inner plexiform layer of olfactory bulb",10307,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10307/11330/
OBgcl,694F8C,1738,11331,"granular cell layer of olfactory bulb",10307,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10307/11331/
AON,AA9DC6,1739,10308,"anterior olfactory nucleus",10306,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10308/
NLOT,9988BB,1740,10309,"nucleus of lateral olfactory tract",10306,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10309/
OT,9988BB,1741,10310,"olfactory tubercle",10306,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10310/
OT1,E6E6EC,1742,11332,"layer I olfactory tubercle",10310,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10310/11332/
OT2,7557A1,1743,11333,"layer II olfactory tubercle",10310,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10310/11333/
OT3,8A7AB1,1744,11334,"layer III olfactory tubercle",10310,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10310/11334/
LOA,8A7AB1,1745,146034694,"lateral olfactory area",10306,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/146034694/
LOA1,E6E6EC,1746,146034698,"layer I of lateral olfactory area",146034694,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/146034694/146034698/
LOA2,725398,1747,146034702,"layer II of lateral olfactory area",146034694,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/146034694/146034702/
LOA3,806BAA,1748,146034706,"layer III of lateral olfactory area",146034694,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/146034694/146034706/
LOAlc,AB9EC7,1749,266441439,"lightly-stained cell islands of lateral olfactory area  ",146034694,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/146034694/266441439/
LOAdc,715398,1750,266441443,"darkly-stained cell islands of lateral olfactory area",146034694,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/146034694/266441443/
Pir,AA9DC6,1751,10311,"piriform cortex",10306,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10311/
Pir1,E6E6EC,1752,11335,"layer I of piriform cortex",10311,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10311/11335/
Pir2,806BAA,1753,11336,"layer II of piriform cortex",10311,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10311/11336/
Pir3,9988BB,1754,11337,"layer III of piriform cortex",10311,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10311/11337/
PEA,8A7AB1,1755,10312,"piriform-entorhinal-amygdaloid area",10306,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10312/
PEA1,E6E6EC,1756,11338,"layer I of piriform-entorhinal-amygdaloid area",10312,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10312/11338/
PEA2,725398,1757,11339,"layer II of piriform-entorhinal-amygdaloid area",10312,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10312/11339/
PEA3,806BAA,1758,11340,"layer III of piriform-entorhinal-amygdaloid area",10312,,/10153/10154/10155/10156/10157/10158/10159/10292/10306/10312/11340/
CN,D7E9C3,1759,10331,"cerebral nuclei",10158,,/10153/10154/10155/10156/10157/10158/10331/
AMY,C9E2B1,1760,10361,"amygdaloid complex",10331,,/10153/10154/10155/10156/10157/10158/10331/10361/
AAA,C0DD9D,1761,10362,"anterior amygdaloid area",10361,,/10153/10154/10155/10156/10157/10158/10331/10361/10362/
AAAd,9CCC66,1762,146034710,"dorsal part of AAA",10362,,/10153/10154/10155/10156/10157/10158/10331/10361/10362/146034710/
AAAv,92C851,1763,146034714,"ventral part of AAA",10362,,/10153/10154/10155/10156/10157/10158/10331/10361/10362/146034714/
CEN,AFD58A,1764,10363,"central nuclear group",10361,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/
CEm,AFD58A,1765,10364,"medial subdivision of central nucleus",10363,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10364/
CEmd,AFD58A,1766,11501,"dorsal part of CEm",10364,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10364/11501/
CEmv,AFD58A,1767,11502,"ventral part of CEm",10364,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10364/11502/
CEl,AFD58A,1768,10365,"lateral subdivision of central nucleus",10363,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10365/
CElap,AFD58A,1769,11503,"apical part of CEl",10365,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10365/11503/
CElca,AFD58A,1770,11504,"capsular part of CEl",10365,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10365/11504/
CElpc,AFD58A,1771,11505,"paracapsular part of CEl",10365,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10365/11505/
CElcn,AFD58A,1772,11506,"central part of CEl",10365,,/10153/10154/10155/10156/10157/10158/10331/10361/10363/10365/11506/
CMN,A6D17A,1773,10372,"corticomedial nuclear group",10361,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/
Co,9CCC66,1774,10373,"cortical amygdaloid nuclei",10372,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/
CoA,89BA46,1775,10374,"anterior cortical nucleus",10373,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10374/
CoAd,92C851,1776,11528,"dorsal subdivision of CoA",10374,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10374/11528/
CoAv,89BA46,1777,11529,"ventral subdivision of CoA",10374,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10374/11529/
CoA-m,D7E9C3,1778,13025,"marginal layer of anterior cortical nucleus",10374,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10374/13025/
CoP,92C851,1779,10375,"posterior cortical nucleus",10373,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10375/
CoPd,9CCC66,1780,146034718,"dorsal subdivision of CoP",10375,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10375/146034718/
CoPv,92C851,1781,146034722,"venrtral subdivision of CoP",10375,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10375/146034722/
CoP-m,D7E9C3,1782,13026,"marginal layer of posterior cortical nucleus",10375,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10373/10375/13026/
Me,9CCC66,1783,10376,"medial nucleus",10372,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10376/
MeR,9CCC66,1784,11530,"rostral subdivision of medial nucleus",10376,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10376/11530/
MeC,9CCC66,1785,11531,"caudal subdivision of medial nucleus",10376,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10376/11531/
MeCd,9CCC66,1786,11532,"dorsal part of caudal medial nucleus",11531,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10376/11531/11532/
MeCv,92C851,1787,11533,"ventral part of caudal medial nucleus",11531,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10376/11531/11533/
Me-m,D7E9C3,1788,13027,"marginal layer of medial amygdaloid nucleus",10376,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10376/13027/
AHA,89BA46,1789,10377,"amygdalohippocampal area",10372,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10377/
AHAmc,72983F,1790,146034726,"magnocellular part of amygdalohippocampal area",10377,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10377/146034726/
AHApc,82B146,1791,146034730,"parvocellular part of amygdalohippocampal area",10377,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10377/146034730/
AHA-m,D7E9C3,1792,13028,"marginal layer of amygdalohippocampal area",10377,,/10153/10154/10155/10156/10157/10158/10331/10361/10372/10377/13028/
BLN,A6D17A,1793,10366,"basolateral nuclear group",10361,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/
La,A6D17A,1794,10367,"lateral nucleus",10366,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/
LaD,92C851,1795,11507,"dorsal division of lateral nucleus",10367,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11507/
LaDr,92C851,1796,11508,"dorsal rostral subdivision of lateral nucleus",11507,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11507/11508/
LaDl,92C851,1797,11509,"dorsal lateral subdivision of lateral nucleus",11507,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11507/11509/
LaCom,92C851,1798,11510,"comb-like part of LaDl",11509,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11507/11509/11510/
LaDm,92C851,1799,11511,"dorsal medial subdivision of lateral nucleus",11507,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11507/11511/
LaI,A6D17A,1800,11512,"intermediate division of lateral nucleus",10367,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11512/
LaV,89BA46,1801,11513,"ventral division of lateral nucleus",10367,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11513/
LaVl,89BA46,1802,11514,"ventral lateral subdivision of lateral nucleus",11513,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11513/11514/
LaVm,89BA46,1803,11515,"ventral medial subdivision of lateral nucleus",11513,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11513/11515/
LaVglo,82B146,1804,146034734,"glomerular subdivision of lateral nucleus",11513,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10367/11513/146034734/
BL,89BA46,1805,10368,"basolateral nucleus (basal nucleus)",10366,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10368/
BLD,779E3F,1806,11516,"dorsal (magnocellular) division of basolateral nucleus",10368,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10368/11516/
BLDl,779E3F,1807,11517,"dorsal lateral subdivision of basolateral nucleus",11516,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10368/11516/11517/
BLI,7EA541,1808,11518,"intermediate division of basolateral nucleus",10368,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10368/11518/
BLV,82B146,1809,11519,"ventral (parvicellular) division of basolateral nucleus",10368,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10368/11519/
BLVl,82B146,1810,11520,"ventral lateral subdivision of basolateral nucleus",11519,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10368/11519/11520/
BLVm,82B146,1811,11521,"ventral medial subdivision of basolateral nucleus",11519,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10368/11519/11521/
BM,9CCC66,1812,10369,"basomedial nucleus (accessory basal nucleus)",10366,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/
BMD,7EA541,1813,11522,"dorsal division of basomedial nucleus",10369,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/11522/
BMDl,7EA541,1814,11523,"dorsolateral subdivision of basomedial nucleus",11522,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/11522/11523/
BMDm,7EA541,1815,11524,"dorsomedial (magnocellular) subdivsion of basomedial nucleus",11522,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/11522/11524/
BMV,89BA46,1816,11525,"ventral division of basomedial nucleus",10369,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/11525/
BMVl,89BA46,1817,11526,"ventrolateral (parvocellular) subdivsion of basomedial nucleus",11525,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/11525/11526/
BMVm,89BA46,1818,11527,"ventromedial  subdivsion of basomedial nucleus",11525,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/11525/11527/
BMm,82B146,1819,266441447,"medial division of basomedial nucleus",10369,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10369/266441447/
BV,9CCC66,1820,266441451,"basoventral nucleus",10366,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/266441451/
PL,92C851,1821,10370,"paralaminar nucleus",10366,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10370/
PLglo,89BA46,1822,146034738,"glomerular part of paralaminar nucleus",10370,,/10153/10154/10155/10156/10157/10158/10331/10361/10366/10370/146034738/
En,9CCC66,1823,10371,"endopiriform nucleus",10361,,/10153/10154/10155/10156/10157/10158/10331/10361/10371/
INA,72983F,1824,10378,"Intercalated nucleus of amygdala",10361,,/10153/10154/10155/10156/10157/10158/10331/10361/10378/
IMG,89BA46,1825,266441457,"intramedullary gray of the amygdala",10361,,/10153/10154/10155/10156/10157/10158/10331/10361/266441457/
ATA,EBBE97,1826,10379,"amygdaloid transition areas",10331,,/10153/10154/10155/10156/10157/10158/10331/10379/
AHTA,E7B080,1827,10380,"amygdalohippocampal transition area",10379,,/10153/10154/10155/10156/10157/10158/10331/10379/10380/
AHTA-m,F4D6BE,1828,13035,"marginal layer of AHTA",10380,,/10153/10154/10155/10156/10157/10158/10331/10379/10380/13035/
ASTA,E3A675,1829,10381,"amygdalostriatal transition area",10379,,/10153/10154/10155/10156/10157/10158/10331/10379/10381/
ACTA,E39E67,1830,10382,"amygdalocortical (corticoamygdaloid) transition area",10379,,/10153/10154/10155/10156/10157/10158/10331/10379/10382/
ACTA-m,F4D6BE,1831,13036,"marginal layer of ACTA",10382,,/10153/10154/10155/10156/10157/10158/10331/10379/10382/13036/
SA,E7B080,1832,13330,"supra-amygdaloid area",10379,,/10153/10154/10155/10156/10157/10158/10331/10379/13330/
EXA,C7E4CA,1833,10383,"extended amygdala",10331,,/10153/10154/10155/10156/10157/10158/10331/10383/
BNST,A9D7AE,1834,10384,"bed nucleus of stria terminalis",10383,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/
BNSTm,8FCC94,1835,10385,"medial subdivision of BNST",10384,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10385/
BSTmr,8FCC94,1836,11555,"rostral subdivision of BNSTm",10385,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10385/11555/
BSTmc,8FCC94,1837,11556,"caudal subdivision of BNSTm",10385,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10385/11556/
BSTmcl,8FCC94,1838,11557,"lateral subdivision of BNSTmc",11556,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10385/11556/11557/
BSTmm,8FCC94,1839,11559,"medial subdivision of BNSTmc",11556,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10385/11556/11559/
BSTmv,80C689,1840,266441461,"ventral subdivision of BNSTm",10385,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10385/266441461/
BNSTl,80C689,1841,10386,"lateral subdivision of BNST",10384,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/
BSTlj,80C689,1842,11561,"juxtacapsular subdivision of BNSTl",10386,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/11561/
BSTld,80C689,1843,11562,"dorsal subdivision of BNSTl",10386,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/11562/
BSTlv,80C689,1844,11563,"ventral subdivision of BNSTl",10386,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/11563/
BSTlcn,8FCC94,1845,266441465,"central subdivision of BNSTl",10386,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/266441465/
BSTlcn-s,8FCC94,1846,266441469,"shell of central subdivision of BNSTl",266441465,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/266441465/266441469/
BSTlc,80C689,1847,11564,"caudal subdivision of BNSTl",10386,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/11564/
BSTlcm,8FCC94,1848,266441473,"medial subdivision of BNSTlc",11564,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/11564/266441473/
BSTlcd,8FCC94,1849,266441477,"dorsal subdivision of BNSTlc",11564,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/11564/266441477/
BSTlcv,8FCC94,1850,266441481,"ventral subdivision of BNSTlc",11564,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/10386/11564/266441481/
BNSTsc,78B480,1851,11565,"supracapsular division of BNST",10384,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/11565/
BSTscl,78B480,1852,11566,"lateral column of BNSTsc",11565,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/11565/11566/
BSTscm,78B480,1853,11567,"medial column of BNSTsc",11565,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/11565/11567/
BNSTin,65956A,1854,11568,"intercalated nuclei of BNST",10384,,/10153/10154/10155/10156/10157/10158/10331/10383/10384/11568/
SLEA,9AD0A0,1855,10387,"sublenticular extended amygdala",10383,,/10153/10154/10155/10156/10157/10158/10331/10383/10387/
SLEAm,8FCC94,1856,11569,"medial division of sublenticular extended amygdala",10387,,/10153/10154/10155/10156/10157/10158/10331/10383/10387/11569/
SLEAc,8FCC94,1857,11570,"central division of sublenticular extended amygdala",10387,,/10153/10154/10155/10156/10157/10158/10331/10383/10387/11570/
IPAC,B8DDBB,1858,10388,"interstitial nucleus of posterior limb of anterior commissure",10383,,/10153/10154/10155/10156/10157/10158/10331/10383/10388/
BN,E2EACA,1859,10332,"basal nuclei (basal ganglia)",10331,,/10153/10154/10155/10156/10157/10158/10331/10332/
STR,C1CEA7,1860,10333,striatum,10332,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/
Ca,99A677,1861,10334,"caudate nucleus",10333,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/
CaH,91A06E,1862,10335,"head of caudate",10334,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/10335/
CaHrp,99A677,1863,11534,"rostral pole of caudate head",10335,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/10335/11534/
CaHdl,99A677,1864,11535,"dorsolateral part of caudate head",10335,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/10335/11535/
CaHvm,99A677,1865,11536,"ventromedial part of caudate head",10335,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/10335/11536/
CaB,99A677,1866,10336,"body of caudate",10334,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/10336/
CaT,91A06E,1867,10337,"tail of caudate",10334,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/10337/
Eca,99A677,1868,146034742,"peri-caudate ependymal and subependymal zone",10334,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10334/146034742/
CaPu,99A677,1869,146034746,"caudate-putamen cell bridges",10333,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/146034746/
Pu,A8B485,1870,10338,putamen,10333,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/
PuR,A8B485,1871,11537,"rostral putamen",10338,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11537/
PuRv,A8B485,1872,146034750,"ventral part of rostral putamen",11537,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11537/146034750/
PuC,A8B485,1873,11538,"caudal putamen",10338,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11538/
Pld,A8B485,1874,11539,"laterodorsal part of putamen",11538,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11538/11539/
Pint,A8B485,1875,11540,"intermediate part of putamen",11538,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11538/11540/
Pmv,A8B485,1876,11541,"medioventral part of putamen",11538,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11538/11541/
PuPV,A8B485,1877,146034754,"posteroventral putamen",10338,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/146034754/
PuMG,A8B485,1878,11542,"marginal subdivision (cell groups) of putamen",10338,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10338/11542/
NAC,91A06E,1879,10339,"nucleus accumbens",10333,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/
NACc,91A06E,1880,10340,"core of nucleus accumbens",10339,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/10340/
NACcl,91A06E,1881,11543,"lateral portion of the core",10340,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/10340/11543/
NACcm,91A06E,1882,11544,"medial portion of the core",10340,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/10340/11544/
NACs,899662,1883,10341,"shell of nucleus accumbens",10339,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/10341/
NACsl,899662,1884,11545,"lateral portion of the shell",10341,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/10341/11545/
NACsi,899662,1885,11546,"intermediate portion of the shell",10341,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/10341/11546/
NACsm,899662,1886,11547,"medial portion of the shell",10341,,/10153/10154/10155/10156/10157/10158/10331/10332/10333/10339/10341/11547/
GP,D7E0BF,1887,10342,"globus pallidus",10332,,/10153/10154/10155/10156/10157/10158/10331/10332/10342/
GPe,D7E0BF,1888,10343,"external segment of globus pallidus",10342,,/10153/10154/10155/10156/10157/10158/10331/10332/10342/10343/
GPi,D0D9B2,1889,10344,"internal segment of globus pallidus",10342,,/10153/10154/10155/10156/10157/10158/10331/10332/10342/10344/
GPic,D0D9B2,1890,11548,"central portion of GPi",10344,,/10153/10154/10155/10156/10157/10158/10331/10332/10342/10344/11548/
GPip,D0D9B2,1891,11549,"peripheral portion of GPi",10344,,/10153/10154/10155/10156/10157/10158/10331/10332/10342/10344/11549/
EnPN,A8B485,1892,146034758,"entopeduncular nucleus",10342,,/10153/10154/10155/10156/10157/10158/10331/10332/10342/146034758/
VeP,C1CEA7,1893,10345,"Ventral pallidus",10342,,/10153/10154/10155/10156/10157/10158/10331/10332/10342/10345/
Cla,AADBCE,1894,10346,claustrum,10331,,/10153/10154/10155/10156/10157/10158/10331/10346/
CLd,84CDBC,1895,10347,"Dorsal claustrum",10346,,/10153/10154/10155/10156/10157/10158/10331/10346/10347/
CLv,75C8B3,1896,10348,"ventral claustrum",10346,,/10153/10154/10155/10156/10157/10158/10331/10346/10348/
CLt,66C4AF,1897,146034762,"temporal claustrum",10346,,/10153/10154/10155/10156/10157/10158/10331/10346/146034762/
BF,DDDDAF,1898,10349,"basal forebrain",10331,,/10153/10154/10155/10156/10157/10158/10331/10349/
SEP,CACA92,1899,10350,"septal nuclei",10349,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/
MSN,C3C286,1900,10351,"medial septal nucleus",10350,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/10351/
LSN,BCBA80,1901,10352,"lateral septal nucleus",10350,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/10352/
LSNd,B3B374,1902,11550,"dorsal division of lateral septal nucleus",10352,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/10352/11550/
LSNi,BCBA80,1903,11551,"intermediate division of lateral septal nucleus",10352,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/10352/11551/
LSNv,B3B374,1904,11552,"ventral division of lateral septal nucleus",10352,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/10352/11552/
CSN,A9A868,1905,266441485,"caudal septal nucleus",10350,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/266441485/
SFi,CACA92,1906,13032,"septofimbrial nucleus",266441485,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/266441485/13032/
TSN,A9A868,1907,266441491,"triangular septal nucleus",266441485,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/266441485/266441491/
SHi,C3C286,1908,13029,"septohipocampal nucleus",10350,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/13029/
Ld,BCBA80,1909,13030,"lambdoid septal zone",10350,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/13030/
PLd,B3B374,1910,13031,"paralambdoid septal nucleus",10350,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/13031/
SHy,B3B374,1911,13033,"septohypothalamic nucleus",10350,,/10153/10154/10155/10156/10157/10158/10331/10349/10350/13033/
BNM,8F8E42,1912,10353,"basal nucleus of Meynert",10349,,/10153/10154/10155/10156/10157/10158/10331/10349/10353/
BNMl,8F8E42,1913,11553,"lateral cell groups of basal nucleus",10353,,/10153/10154/10155/10156/10157/10158/10331/10349/10353/11553/
BNMm,8F8E42,1914,11554,"medial cell groups of basal nucleus",10353,,/10153/10154/10155/10156/10157/10158/10331/10349/10353/11554/
NDB,B3B374,1915,10354,"nucleus of diagonal band",10349,,/10153/10154/10155/10156/10157/10158/10331/10349/10354/
NDBv,A8A767,1916,10355,"vertical subdivision of nucleus of diagonal band",10354,,/10153/10154/10155/10156/10157/10158/10331/10349/10354/10355/
NDBh,9E9E5D,1917,10356,"horizontal subdivision of nucleus of diagonal band",10354,,/10153/10154/10155/10156/10157/10158/10331/10349/10354/10356/
